"date","club_1","goals_1","par_1","club_2","goals_2","par_2","tournament"
"12.02.2009/2010","Dep. Anzoategui",0,,"Zamora",2,,"Primera Division"
"12.02.2009/2010","Llaneros",1,,"Trujillanos",1,,"Primera Division"
"12.02.2009/2010","Zulia",0,,"El Vigia",1,,"Primera Division"
"12.02.2009/2010","Aragua",2,,"Lara",1,,"Primera Division"
"12.02.2009/2010","Yaracuyanos",1,,"La Guaira",3,,"Primera Division"
"11.02.2009/2010","Caracas",2,,"Mineros",1,,"Primera Division"
"10.02.2009/2010","Estudiantes Merida",2,,"Carabobo",1,,"Primera Division"
"07.02.2009/2010","Estudiantes Merida",2,,"Llaneros",2,,"Primera Division"
"07.02.2009/2010","Lara",1,,"El Vigia",0,,"Primera Division"
"07.02.2009/2010","Mineros",1,,"Aragua",0,,"Primera Division"
"07.02.2009/2010","Monagas",1,,"Caracas",1,,"Primera Division"
"07.02.2009/2010","Petare",2,,"Dep. Anzoategui",0,,"Primera Division"
"07.02.2009/2010","Trujillanos",0,,"Centro Italo",1,,"Primera Division"
"07.02.2009/2010","Zamora",2,,"Zulia",1,,"Primera Division"
"07.02.2009/2010","Carabobo",2,,"Yaracuyanos",2,,"Primera Division"
"30.01.2009/2010","Petare",4,,"Yaracuyanos",1,,"Primera Division"
"29.01.2009/2010","La Guaira",1,,"Dep. Tachira",2,,"Primera Division"
"24.01.2009/2010","Zamora",1,,"Lara",1,,"Primera Division"
"24.01.2009/2010","Aragua",1,,"Monagas",0,,"Primera Division"
"24.01.2009/2010","Centro Italo",1,,"Llaneros",2,,"Primera Division"
"24.01.2009/2010","Yaracuyanos",2,,"Estudiantes Merida",0,,"Primera Division"
"24.01.2009/2010","Zulia",1,,"Petare",1,,"Primera Division"
"24.01.2009/2010","El Vigia",1,,"Mineros",1,,"Primera Division"
"23.01.2009/2010","Dep. Anzoategui",2,,"La Guaira",3,,"Primera Division"
"23.01.2009/2010","Caracas",3,,"Trujillanos",1,,"Primera Division"
"21.01.2009/2010","Dep. Tachira",2,,"Carabobo",0,,"Primera Division"
"17.01.2009/2010","Estudiantes Merida",0,,"Dep. Tachira",0,,"Primera Division"
"17.01.2009/2010","Llaneros",1,,"Caracas",1,,"Primera Division"
"17.01.2009/2010","Mineros",1,,"Lara",1,,"Primera Division"
"17.01.2009/2010","Monagas",2,,"El Vigia",1,,"Primera Division"
"17.01.2009/2010","Petare",2,,"Zamora",1,,"Primera Division"
"17.01.2009/2010","Trujillanos",3,,"Aragua",1,,"Primera Division"
"17.01.2009/2010","Carabobo",0,,"Dep. Anzoategui",1,,"Primera Division"
"17.01.2009/2010","Yaracuyanos",0,,"Centro Italo",0,,"Primera Division"
"17.01.2009/2010","La Guaira",2,,"Zulia",0,,"Primera Division"
"13.12.2009/2010","Zamora",0,,"El Vigia",1,,"Primera Division"
"13.12.2009/2010","Dep. Anzoategui",2,,"Caracas",0,,"Primera Division"
"13.12.2009/2010","Dep. Tachira",1,,"Centro Italo",0,,"Primera Division"
"13.12.2009/2010","Estudiantes Merida",3,,"Trujillanos",2,,"Primera Division"
"13.12.2009/2010","La Guaira",1,,"Mineros",1,,"Primera Division"
"13.12.2009/2010","Petare",0,,"Lara",1,,"Primera Division"
"13.12.2009/2010","Zulia",1,,"Aragua",0,,"Primera Division"
"13.12.2009/2010","Carabobo",3,,"Monagas",2,,"Primera Division"
"13.12.2009/2010","Yaracuyanos",3,,"Llaneros",1,,"Primera Division"
"06.12.2009/2010","Aragua",0,,"Zamora",0,,"Primera Division"
"06.12.2009/2010","Caracas",4,,"Zulia",0,,"Primera Division"
"06.12.2009/2010","Centro Italo",1,,"Dep. Anzoategui",0,,"Primera Division"
"06.12.2009/2010","El Vigia",1,,"Petare",3,,"Primera Division"
"06.12.2009/2010","Lara",1,,"La Guaira",0,,"Primera Division"
"06.12.2009/2010","Llaneros",0,,"Dep. Tachira",2,,"Primera Division"
"06.12.2009/2010","Mineros",2,,"Carabobo",0,,"Primera Division"
"06.12.2009/2010","Monagas",0,,"Estudiantes Merida",1,,"Primera Division"
"06.12.2009/2010","Trujillanos",5,,"Yaracuyanos",1,,"Primera Division"
"29.11.2009/2010","Dep. Anzoategui",4,,"Llaneros",1,,"Primera Division"
"29.11.2009/2010","Dep. Tachira",0,,"Trujillanos",0,,"Primera Division"
"29.11.2009/2010","Estudiantes Merida",3,,"Mineros",1,,"Primera Division"
"29.11.2009/2010","Petare",1,,"Aragua",1,,"Primera Division"
"29.11.2009/2010","Zamora",3,,"Caracas",1,,"Primera Division"
"29.11.2009/2010","Carabobo",2,,"Lara",2,,"Primera Division"
"29.11.2009/2010","Yaracuyanos",2,,"Monagas",1,,"Primera Division"
"29.11.2009/2010","Zulia",2,,"Centro Italo",1,,"Primera Division"
"29.11.2009/2010","La Guaira",0,,"El Vigia",1,,"Primera Division"
"25.11.2009/2010","Zamora",0,,"Dep. Anzoategui",1,,"Primera Division"
"22.11.2009/2010","Aragua",1,,"La Guaira",0,,"Primera Division"
"22.11.2009/2010","Caracas",0,,"Petare",1,,"Primera Division"
"22.11.2009/2010","Lara",1,,"Estudiantes Merida",1,,"Primera Division"
"22.11.2009/2010","Llaneros",3,,"Zulia",4,,"Primera Division"
"22.11.2009/2010","Mineros",1,,"Yaracuyanos",0,,"Primera Division"
"22.11.2009/2010","Monagas",0,,"Dep. Tachira",1,,"Primera Division"
"22.11.2009/2010","Trujillanos",2,,"Dep. Anzoategui",1,,"Primera Division"
"22.11.2009/2010","Centro Italo",2,,"Zamora",0,,"Primera Division"
"22.11.2009/2010","El Vigia",4,,"Carabobo",2,,"Primera Division"
"15.11.2009/2010","Estudiantes Merida",2,,"El Vigia",0,,"Primera Division"
"15.11.2009/2010","Petare",3,,"Centro Italo",1,,"Primera Division"
"15.11.2009/2010","Yaracuyanos",0,,"Lara",0,,"Primera Division"
"15.11.2009/2010","Zamora",4,,"Llaneros",3,,"Primera Division"
"15.11.2009/2010","Zulia",3,,"Trujillanos",1,,"Primera Division"
"15.11.2009/2010","Carabobo",1,,"Aragua",1,,"Primera Division"
"15.11.2009/2010","Dep. Tachira",4,,"Mineros",1,,"Primera Division"
"15.11.2009/2010","La Guaira",0,,"Caracas",3,,"Primera Division"
"14.11.2009/2010","Dep. Anzoategui",2,,"Monagas",1,,"Primera Division"
"08.11.2009/2010","Aragua",1,,"Estudiantes Merida",1,,"Primera Division"
"08.11.2009/2010","Caracas",2,,"Carabobo",1,,"Primera Division"
"08.11.2009/2010","Lara",2,,"Dep. Tachira",0,,"Primera Division"
"08.11.2009/2010","Llaneros",0,,"Petare",3,,"Primera Division"
"08.11.2009/2010","Mineros",1,,"Dep. Anzoategui",0,,"Primera Division"
"08.11.2009/2010","Monagas",2,,"Zulia",2,,"Primera Division"
"08.11.2009/2010","Trujillanos",0,,"Zamora",0,,"Primera Division"
"08.11.2009/2010","Centro Italo",1,,"La Guaira",1,,"Primera Division"
"08.11.2009/2010","El Vigia",2,,"Yaracuyanos",2,,"Primera Division"
"05.11.2009/2010","Dep. Tachira",1,,"Caracas",0,,"Primera Division"
"01.11.2009/2010","Dep. Anzoategui",1,,"Lara",0,,"Primera Division"
"01.11.2009/2010","Estudiantes Merida",1,,"Caracas",2,,"Primera Division"
"01.11.2009/2010","Petare",2,,"Trujillanos",1,,"Primera Division"
"01.11.2009/2010","Zamora",4,,"Monagas",3,,"Primera Division"
"01.11.2009/2010","Carabobo",2,,"Centro Italo",2,,"Primera Division"
"01.11.2009/2010","Dep. Tachira",2,,"El Vigia",1,,"Primera Division"
"01.11.2009/2010","Yaracuyanos",1,,"Aragua",0,,"Primera Division"
"01.11.2009/2010","La Guaira",2,,"Llaneros",1,,"Primera Division"
"28.10.2009/2010","Zulia",0,,"Mineros",0,,"Primera Division"
"25.10.2009/2010","Aragua",0,,"Dep. Tachira",0,,"Primera Division"
"25.10.2009/2010","Caracas",2,,"Yaracuyanos",0,,"Primera Division"
"25.10.2009/2010","Centro Italo",0,,"Estudiantes Merida",0,,"Primera Division"
"25.10.2009/2010","Lara",2,,"Zulia",1,,"Primera Division"
"25.10.2009/2010","Llaneros",1,,"Carabobo",1,,"Primera Division"
"25.10.2009/2010","Monagas",5,,"Petare",3,,"Primera Division"
"25.10.2009/2010","Trujillanos",2,,"La Guaira",1,,"Primera Division"
"25.10.2009/2010","El Vigia",2,,"Dep. Anzoategui",0,,"Primera Division"
"24.10.2009/2010","Mineros",2,,"Zamora",1,,"Primera Division"
"21.10.2009/2010","Dep. Tachira",2,,"Dep. Anzoategui",0,,"Primera Division"
"21.10.2009/2010","Lara",2,,"Trujillanos",2,,"Primera Division"
"18.10.2009/2010","Estudiantes Merida",0,,"Dep. Anzoategui",0,,"Primera Division"
"18.10.2009/2010","La Guaira",0,,"Zamora",1,,"Primera Division"
"18.10.2009/2010","Monagas",1,,"Lara",0,,"Primera Division"
"18.10.2009/2010","Petare",1,,"Mineros",1,,"Primera Division"
"18.10.2009/2010","Trujillanos",3,,"El Vigia",1,,"Primera Division"
"18.10.2009/2010","Yaracuyanos",0,,"Dep. Tachira",2,,"Primera Division"
"18.10.2009/2010","Carabobo",2,,"Zulia",1,,"Primera Division"
"18.10.2009/2010","Llaneros",2,,"Aragua",0,,"Primera Division"
"17.10.2009/2010","Centro Italo",1,,"Caracas",3,,"Primera Division"
"04.10.2009/2010","Dep. Anzoategui",2,,"Yaracuyanos",2,,"Primera Division"
"04.10.2009/2010","Aragua",1,,"Centro Italo",0,,"Primera Division"
"04.10.2009/2010","Mineros",6,,"Monagas",2,,"Primera Division"
"04.10.2009/2010","Petare",2,,"La Guaira",0,,"Primera Division"
"04.10.2009/2010","Zamora",1,,"Carabobo",0,,"Primera Division"
"04.10.2009/2010","El Vigia",3,,"Llaneros",1,,"Primera Division"
"03.10.2009/2010","Zulia",2,,"Estudiantes Merida",1,,"Primera Division"
"27.09.2009/2010","Caracas",4,,"Aragua",0,,"Primera Division"
"27.09.2009/2010","Centro Italo",2,,"El Vigia",3,,"Primera Division"
"27.09.2009/2010","Monagas",5,,"La Guaira",0,,"Primera Division"
"27.09.2009/2010","Carabobo",0,,"Petare",1,,"Primera Division"
"27.09.2009/2010","Llaneros",0,,"Lara",4,,"Primera Division"
"26.09.2009/2010","Estudiantes Merida",6,,"Zamora",0,,"Primera Division"
"26.09.2009/2010","Yaracuyanos",0,,"Zulia",3,,"Primera Division"
"26.09.2009/2010","Trujillanos",1,,"Mineros",0,,"Primera Division"
"20.09.2009/2010","Petare",0,,"Estudiantes Merida",0,,"Primera Division"
"20.09.2009/2010","Zulia",3,,"Dep. Tachira",2,,"Primera Division"
"20.09.2009/2010","La Guaira",0,,"Carabobo",0,,"Primera Division"
"20.09.2009/2010","Lara",2,,"Centro Italo",1,,"Primera Division"
"20.09.2009/2010","Mineros",3,,"Llaneros",2,,"Primera Division"
"20.09.2009/2010","Monagas",1,,"Trujillanos",0,,"Primera Division"
"20.09.2009/2010","Zamora",3,,"Yaracuyanos",2,,"Primera Division"
"20.09.2009/2010","El Vigia",1,,"Caracas",6,,"Primera Division"
"19.09.2009/2010","Aragua",0,,"Dep. Anzoategui",2,,"Primera Division"
"13.09.2009/2010","Dep. Tachira",2,,"Zamora",0,,"Primera Division"
"13.09.2009/2010","Caracas",2,,"Lara",0,,"Primera Division"
"13.09.2009/2010","Centro Italo",2,,"Mineros",2,,"Primera Division"
"13.09.2009/2010","Estudiantes Merida",0,,"La Guaira",0,,"Primera Division"
"13.09.2009/2010","Trujillanos",7,,"Carabobo",2,,"Primera Division"
"13.09.2009/2010","Llaneros",0,,"Monagas",2,,"Primera Division"
"12.09.2009/2010","Aragua",2,,"El Vigia",1,,"Primera Division"
"12.09.2009/2010","Yaracuyanos",0,,"Petare",1,,"Primera Division"
"11.09.2009/2010","Dep. Anzoategui",4,,"Zulia",3,,"Primera Division"
"03.09.2009/2010","Caracas",1,,"Llaneros",1,,"Primera Division"
"30.08.2009/2010","La Guaira",3,,"Yaracuyanos",0,,"Primera Division"
"30.08.2009/2010","Lara",1,,"Aragua",1,,"Primera Division"
"30.08.2009/2010","Mineros",0,,"Caracas",1,,"Primera Division"
"30.08.2009/2010","Monagas",2,,"Centro Italo",1,,"Primera Division"
"30.08.2009/2010","Petare",0,,"Dep. Tachira",3,,"Primera Division"
"30.08.2009/2010","Trujillanos",2,,"Llaneros",1,,"Primera Division"
"30.08.2009/2010","Carabobo",0,,"Estudiantes Merida",0,,"Primera Division"
"30.08.2009/2010","El Vigia",3,,"Zulia",1,,"Primera Division"
"23.08.2009/2010","Dep. Anzoategui",0,,"Petare",1,,"Primera Division"
"23.08.2009/2010","Aragua",1,,"Mineros",0,,"Primera Division"
"23.08.2009/2010","Dep. Tachira",0,,"La Guaira",0,,"Primera Division"
"23.08.2009/2010","Caracas",3,,"Monagas",1,,"Primera Division"
"23.08.2009/2010","Centro Italo",2,,"Trujillanos",1,,"Primera Division"
"23.08.2009/2010","Zulia",1,,"Zamora",1,,"Primera Division"
"23.08.2009/2010","El Vigia",0,,"Lara",2,,"Primera Division"
"23.08.2009/2010","Llaneros",1,,"Estudiantes Merida",1,,"Primera Division"
"22.08.2009/2010","Yaracuyanos",2,,"Carabobo",0,,"Primera Division"
"16.08.2009/2010","Estudiantes Merida",1,,"Yaracuyanos",2,,"Primera Division"
"16.08.2009/2010","La Guaira",3,,"Dep. Anzoategui",2,,"Primera Division"
"16.08.2009/2010","Lara",1,,"Zamora",1,,"Primera Division"
"16.08.2009/2010","Mineros",1,,"El Vigia",0,,"Primera Division"
"16.08.2009/2010","Monagas",2,,"Aragua",2,,"Primera Division"
"16.08.2009/2010","Trujillanos",1,,"Caracas",1,,"Primera Division"
"16.08.2009/2010","Carabobo",0,,"Dep. Tachira",0,,"Primera Division"
"16.08.2009/2010","Llaneros",0,,"Centro Italo",0,,"Primera Division"
"15.08.2009/2010","Petare",2,,"Zulia",0,,"Primera Division"
"09.08.2009/2010","Aragua",0,,"Trujillanos",1,,"Primera Division"
"09.08.2009/2010","Centro Italo",2,,"Yaracuyanos",3,,"Primera Division"
"09.08.2009/2010","Dep. Anzoategui",1,,"Carabobo",0,,"Primera Division"
"09.08.2009/2010","Dep. Tachira",3,,"Estudiantes Merida",0,,"Primera Division"
"09.08.2009/2010","Lara",2,,"Mineros",0,,"Primera Division"
"09.08.2009/2010","Zamora",0,,"Petare",2,,"Primera Division"
"09.08.2009/2010","Zulia",0,,"La Guaira",1,,"Primera Division"
"09.08.2009/2010","El Vigia",2,,"Monagas",2,,"Primera Division"
"31.05.2008/2009","Petare",0,,"Caracas",5,,"Primera Division"
"30.05.2008/2009","Petare",0,,"Caracas",5,,"Primera Division"
"23.05.2008/2009","Caracas",1,,"Petare",1,,"Primera Division"
"22.05.2008/2009","Caracas",1,,"Petare",1,,"Primera Division"
"17.05.2008/2009","Carabobo",2,,"Dep. Anzoategui",1,,"Primera Division"
"17.05.2008/2009","Dep. Tachira",3,,"Estudiantes Merida",3,,"Primera Division"
"17.05.2008/2009","El Vigia",0,,"Mineros",1,,"Primera Division"
"17.05.2008/2009","Estrella Roja",2,,"Zulia",0,,"Primera Division"
"17.05.2008/2009","Minerven",0,,"Llaneros",3,,"Primera Division"
"17.05.2008/2009","Monagas",0,,"Aragua",0,,"Primera Division"
"17.05.2008/2009","Petare",1,,"Lara",2,,"Primera Division"
"17.05.2008/2009","U. A. Maracaibo",1,,"Portuguesa",2,,"Primera Division"
"17.05.2008/2009","Zamora",1,,"Caracas",3,,"Primera Division"
"10.05.2008/2009","Aragua",2,,"U. A. Maracaibo",2,,"Primera Division"
"10.05.2008/2009","Caracas",2,,"El Vigia",1,,"Primera Division"
"10.05.2008/2009","Dep. Anzoategui",5,,"Estrella Roja",1,,"Primera Division"
"10.05.2008/2009","Estudiantes Merida",2,,"Carabobo",1,,"Primera Division"
"10.05.2008/2009","Lara",2,,"Minerven",1,,"Primera Division"
"10.05.2008/2009","Llaneros",2,,"Dep. Tachira",3,,"Primera Division"
"10.05.2008/2009","Mineros",1,,"Monagas",0,,"Primera Division"
"10.05.2008/2009","Zulia",0,,"Zamora",1,,"Primera Division"
"10.05.2008/2009","Portuguesa",1,,"Petare",0,,"Primera Division"
"03.05.2008/2009","Carabobo",1,,"Llaneros",1,,"Primera Division"
"03.05.2008/2009","Dep. Tachira",2,,"Lara",0,,"Primera Division"
"03.05.2008/2009","Estrella Roja",1,,"Estudiantes Merida",2,,"Primera Division"
"03.05.2008/2009","Minerven",2,,"Portuguesa",1,,"Primera Division"
"03.05.2008/2009","Monagas",1,,"Caracas",1,,"Primera Division"
"03.05.2008/2009","Petare",1,,"Aragua",1,,"Primera Division"
"03.05.2008/2009","U. A. Maracaibo",0,,"Mineros",1,,"Primera Division"
"03.05.2008/2009","Zamora",0,,"Dep. Anzoategui",0,,"Primera Division"
"03.05.2008/2009","El Vigia",1,,"Zulia",3,,"Primera Division"
"26.04.2008/2009","Aragua",0,,"Minerven",0,,"Primera Division"
"26.04.2008/2009","Dep. Anzoategui",1,,"El Vigia",1,,"Primera Division"
"26.04.2008/2009","Zulia",1,,"Monagas",1,,"Primera Division"
"26.04.2008/2009","Caracas",3,,"U. A. Maracaibo",0,,"Primera Division"
"26.04.2008/2009","Estudiantes Merida",1,,"Zamora",3,,"Primera Division"
"26.04.2008/2009","Lara",3,,"Carabobo",1,,"Primera Division"
"26.04.2008/2009","Llaneros",1,,"Estrella Roja",0,,"Primera Division"
"26.04.2008/2009","Mineros",2,,"Petare",1,,"Primera Division"
"26.04.2008/2009","Portuguesa",1,,"Dep. Tachira",1,,"Primera Division"
"23.04.2008/2009","Petare",2,,"Minerven",2,,"Primera Division"
"19.04.2008/2009","U. A. Maracaibo",1,,"Zulia",2,,"Primera Division"
"19.04.2008/2009","Dep. Tachira",2,,"Aragua",1,,"Primera Division"
"19.04.2008/2009","Minerven",2,,"Mineros",1,,"Primera Division"
"19.04.2008/2009","Monagas",2,,"Dep. Anzoategui",0,,"Primera Division"
"19.04.2008/2009","Petare",0,,"Caracas",0,,"Primera Division"
"19.04.2008/2009","Zamora",0,,"Llaneros",0,,"Primera Division"
"19.04.2008/2009","Carabobo",1,,"Portuguesa",0,,"Primera Division"
"19.04.2008/2009","El Vigia",0,,"Estudiantes Merida",1,,"Primera Division"
"18.04.2008/2009","Estrella Roja",1,,"Lara",1,,"Primera Division"
"15.04.2008/2009","Aragua",1,,"Carabobo",1,,"Primera Division"
"14.04.2008/2009","Dep. Anzoategui",2,,"U. A. Maracaibo",0,,"Primera Division"
"14.04.2008/2009","Estudiantes Merida",1,,"Monagas",0,,"Primera Division"
"14.04.2008/2009","Lara",0,,"Zamora",1,,"Primera Division"
"14.04.2008/2009","Zulia",1,,"Petare",2,,"Primera Division"
"14.04.2008/2009","Llaneros",1,,"El Vigia",1,,"Primera Division"
"12.04.2008/2009","Portuguesa",2,,"Estrella Roja",0,,"Primera Division"
"11.04.2008/2009","Dep. Tachira",2,,"Carabobo",0,,"Primera Division"
"10.04.2008/2009","Caracas",3,,"Minerven",1,,"Primera Division"
"05.04.2008/2009","Carabobo",1,,"Mineros",0,,"Primera Division"
"05.04.2008/2009","Dep. Tachira",0,,"Caracas",0,,"Primera Division"
"04.04.2008/2009","Estrella Roja",1,,"Aragua",0,,"Primera Division"
"04.04.2008/2009","U. A. Maracaibo",1,,"Estudiantes Merida",2,,"Primera Division"
"29.03.2008/2009","Minerven",1,,"Zulia",4,,"Primera Division"
"29.03.2008/2009","Monagas",2,,"Llaneros",1,,"Primera Division"
"29.03.2008/2009","Petare",1,,"Dep. Anzoategui",1,,"Primera Division"
"29.03.2008/2009","Zamora",5,,"Portuguesa",3,,"Primera Division"
"29.03.2008/2009","El Vigia",2,,"Lara",0,,"Primera Division"
"28.03.2008/2009","Monagas",3,,"Carabobo",3,,"Primera Division"
"26.03.2008/2009","Aragua",1,,"Dep. Anzoategui",1,,"Primera Division"
"25.03.2008/2009","U. A. Maracaibo",0,,"Dep. Tachira",1,,"Primera Division"
"22.03.2008/2009","Aragua",0,,"Zamora",0,,"Primera Division"
"22.03.2008/2009","Dep. Anzoategui",0,,"Minerven",0,,"Primera Division"
"22.03.2008/2009","Caracas",3,,"Carabobo",1,,"Primera Division"
"22.03.2008/2009","Lara",3,,"Monagas",2,,"Primera Division"
"22.03.2008/2009","Llaneros",3,,"U. A. Maracaibo",1,,"Primera Division"
"22.03.2008/2009","Mineros",0,,"Estrella Roja",1,,"Primera Division"
"22.03.2008/2009","Portuguesa",1,,"El Vigia",1,,"Primera Division"
"22.03.2008/2009","Zulia",2,,"Dep. Tachira",2,,"Primera Division"
"20.03.2008/2009","Estudiantes Merida",1,,"Petare",0,,"Primera Division"
"15.03.2008/2009","Dep. Anzoategui",1,,"Zulia",0,,"Primera Division"
"15.03.2008/2009","Estudiantes Merida",2,,"Caracas",1,,"Primera Division"
"15.03.2008/2009","Lara",1,,"Aragua",1,,"Primera Division"
"15.03.2008/2009","Llaneros",1,,"Mineros",0,,"Primera Division"
"15.03.2008/2009","Minerven",2,,"Estrella Roja",1,,"Primera Division"
"15.03.2008/2009","Monagas",0,,"Portuguesa",0,,"Primera Division"
"15.03.2008/2009","Petare",1,,"Zamora",1,,"Primera Division"
"15.03.2008/2009","U. A. Maracaibo",2,,"El Vigia",1,,"Primera Division"
"08.03.2008/2009","Aragua",1,,"Portuguesa",0,,"Primera Division"
"08.03.2008/2009","Dep. Tachira",3,,"Dep. Anzoategui",2,,"Primera Division"
"08.03.2008/2009","Mineros",0,,"Lara",1,,"Primera Division"
"08.03.2008/2009","Zamora",3,,"U. A. Maracaibo",2,,"Primera Division"
"08.03.2008/2009","Zulia",1,,"Estudiantes Merida",1,,"Primera Division"
"08.03.2008/2009","Carabobo",1,,"Minerven",2,,"Primera Division"
"08.03.2008/2009","El Vigia",2,,"Monagas",3,,"Primera Division"
"07.03.2008/2009","Estrella Roja",1,,"Petare",4,,"Primera Division"
"04.03.2008/2009","Lara",2,,"Dep. Anzoategui",1,,"Primera Division"
"04.03.2008/2009","Llaneros",3,,"Estudiantes Merida",2,,"Primera Division"
"04.03.2008/2009","Mineros",2,,"Zamora",3,,"Primera Division"
"04.03.2008/2009","Portuguesa",3,,"Zulia",0,,"Primera Division"
"04.03.2008/2009","El Vigia",2,,"Estrella Roja",1,,"Primera Division"
"01.03.2008/2009","Aragua",2,,"El Vigia",0,,"Primera Division"
"01.03.2008/2009","Estudiantes Merida",2,,"Dep. Anzoategui",1,,"Primera Division"
"01.03.2008/2009","Llaneros",1,,"Zulia",1,,"Primera Division"
"01.03.2008/2009","Minerven",0,,"Dep. Tachira",1,,"Primera Division"
"01.03.2008/2009","Monagas",3,,"Zamora",2,,"Primera Division"
"01.03.2008/2009","Petare",2,,"Carabobo",0,,"Primera Division"
"01.03.2008/2009","Portuguesa",1,,"Mineros",1,,"Primera Division"
"01.03.2008/2009","U. A. Maracaibo",1,,"Estrella Roja",1,,"Primera Division"
"24.02.2008/2009","Mineros",1,,"Dep. Tachira",5,,"Primera Division"
"22.02.2008/2009","Caracas",2,,"Portuguesa",1,,"Primera Division"
"22.02.2008/2009","Dep. Anzoategui",0,,"Llaneros",0,,"Primera Division"
"22.02.2008/2009","Dep. Tachira",1,,"Petare",0,,"Primera Division"
"22.02.2008/2009","Estrella Roja",1,,"Monagas",1,,"Primera Division"
"22.02.2008/2009","Estudiantes Merida",3,,"Minerven",0,,"Primera Division"
"22.02.2008/2009","Mineros",3,,"Aragua",1,,"Primera Division"
"22.02.2008/2009","Zamora",3,,"El Vigia",1,,"Primera Division"
"22.02.2008/2009","Zulia",1,,"Lara",0,,"Primera Division"
"19.02.2008/2009","Carabobo",0,,"U. A. Maracaibo",3,,"Primera Division"
"13.02.2008/2009","Aragua",1,,"Caracas",2,,"Primera Division"
"09.02.2008/2009","Dep. Anzoategui",4,,"Portuguesa",0,,"Primera Division"
"08.02.2008/2009","Carabobo",1,,"El Vigia",1,,"Primera Division"
"08.02.2008/2009","Caracas",0,,"Mineros",0,,"Primera Division"
"08.02.2008/2009","Estrella Roja",0,,"Zamora",0,,"Primera Division"
"08.02.2008/2009","Estudiantes Merida",0,,"Lara",1,,"Primera Division"
"08.02.2008/2009","Llaneros",1,,"Petare",1,,"Primera Division"
"08.02.2008/2009","Minerven",0,,"U. A. Maracaibo",1,,"Primera Division"
"08.02.2008/2009","Zulia",4,,"Aragua",2,,"Primera Division"
"05.02.2008/2009","Dep. Tachira",1,,"Monagas",0,,"Primera Division"
"04.02.2008/2009","Caracas",2,,"Llaneros",0,,"Primera Division"
"01.02.2008/2009","Caracas",3,,"Estrella Roja",2,,"Primera Division"
"01.02.2008/2009","El Vigia",1,,"Dep. Tachira",0,,"Primera Division"
"01.02.2008/2009","Lara",1,,"Llaneros",0,,"Primera Division"
"01.02.2008/2009","Mineros",1,,"Zulia",0,,"Primera Division"
"01.02.2008/2009","Monagas",1,,"Minerven",1,,"Primera Division"
"01.02.2008/2009","Portuguesa",1,,"Estudiantes Merida",0,,"Primera Division"
"01.02.2008/2009","U. A. Maracaibo",2,,"Petare",2,,"Primera Division"
"01.02.2008/2009","Zamora",3,,"Carabobo",0,,"Primera Division"
"28.01.2008/2009","Lara",1,,"Caracas",4,,"Primera Division"
"26.01.2008/2009","Dep. Tachira",1,,"Zamora",1,,"Primera Division"
"25.01.2008/2009","Carabobo",1,,"Estrella Roja",2,,"Primera Division"
"25.01.2008/2009","Estudiantes Merida",2,,"Aragua",0,,"Primera Division"
"25.01.2008/2009","Lara",1,,"U. A. Maracaibo",0,,"Primera Division"
"25.01.2008/2009","Llaneros",2,,"Portuguesa",1,,"Primera Division"
"25.01.2008/2009","Minerven",1,,"El Vigia",1,,"Primera Division"
"25.01.2008/2009","Petare",2,,"Monagas",0,,"Primera Division"
"25.01.2008/2009","Zulia",2,,"Caracas",0,,"Primera Division"
"24.01.2008/2009","Dep. Anzoategui",0,,"Mineros",2,,"Primera Division"
"18.01.2008/2009","Aragua",1,,"Llaneros",2,,"Primera Division"
"18.01.2008/2009","Caracas",3,,"Dep. Anzoategui",1,,"Primera Division"
"18.01.2008/2009","Mineros",2,,"Estudiantes Merida",2,,"Primera Division"
"18.01.2008/2009","Zamora",2,,"Minerven",2,,"Primera Division"
"18.01.2008/2009","Zulia",2,,"Carabobo",2,,"Primera Division"
"18.01.2008/2009","Portuguesa",0,,"Lara",0,,"Primera Division"
"18.01.2008/2009","El Vigia",2,,"Petare",2,,"Primera Division"
"17.01.2008/2009","Estrella Roja",1,,"Dep. Tachira",1,,"Primera Division"
"17.01.2008/2009","Monagas",0,,"U. A. Maracaibo",1,,"Primera Division"
"17.12.2008/2009","U. A. Maracaibo",1,,"Dep. Anzoategui",2,,"Primera Division"
"14.12.2008/2009","Aragua",2,,"Monagas",3,,"Primera Division"
"14.12.2008/2009","Caracas",2,,"Zamora",0,,"Primera Division"
"14.12.2008/2009","Dep. Anzoategui",1,,"Carabobo",0,,"Primera Division"
"14.12.2008/2009","Estudiantes Merida",1,,"Dep. Tachira",3,,"Primera Division"
"14.12.2008/2009","Lara",0,,"Petare",0,,"Primera Division"
"14.12.2008/2009","Llaneros",2,,"Minerven",1,,"Primera Division"
"14.12.2008/2009","Mineros",1,,"El Vigia",0,,"Primera Division"
"14.12.2008/2009","Portuguesa",1,,"U. A. Maracaibo",1,,"Primera Division"
"14.12.2008/2009","Zulia",1,,"Estrella Roja",0,,"Primera Division"
"07.12.2008/2009","Monagas",1,,"Mineros",0,,"Primera Division"
"07.12.2008/2009","Carabobo",3,,"Estudiantes Merida",1,,"Primera Division"
"07.12.2008/2009","Dep. Tachira",1,,"Llaneros",1,,"Primera Division"
"07.12.2008/2009","El Vigia",2,,"Caracas",2,,"Primera Division"
